Total issued ordinary shares,Number of shares available for sale,Number of employees,Number of shareholders,Price/Profit,Debt/Assets
660500000.0,130995969238.24884,110809.6875,61044.94871794872,5.43,0.33499996920864644
1360000000.0,615380000.0,110809.6875,11080.0,6.5,0.37066767014876334
7210000000.0,3030000000.0,34600.0,3190.0,8.02,0.4137248529753345
1274670000000.0,130995969238.24884,110809.6875,61044.94871794872,3.95,0.33098482480579283
12919250000000.0,4659150000000.0,92880.0,61044.94871794872,797.0,0.05081735362632504
682860000.0,130995969238.24884,110809.6875,61044.94871794872,16.28,0.332259118787103
703200000.0,126930000.0,110809.6875,693.0,3.17,0.37869652878321414
3020000000.0,808900000.0,8140.000000000001,127.0,13.07,0.42780996084477246
1770000000.0,130995969238.24884,110809.6875,61044.94871794872,9.5,0.333968041168968
129500000.0,26340000.0,110809.6875,25.0,10.04,0.3774259491890816
73540000000.0,130995969238.24884,110809.6875,61044.94871794872,5.53,0.33472363655468607
739000000.0,130995969238.24884,110809.6875,11.0,15.525191256830604,0.3746402203842088
7360000000.0,130995969238.24884,110809.6875,61044.94871794872,11.51,0.33344104570748
660500000.0,116020000.0,110809.6875,46.0,4.57,0.3787903933561437
24950000.0,8189999.999999999,110809.6875,29.0,39.39,0.37000975791492674
12958080000000.0,130995969238.24884,110809.6875,61044.94871794872,3.23,0.2909170021255196
7360000000.0,3090000000.0,36890.0,3190.0,7.17,0.41279555996916184
7210000000.0,130995969238.24884,110809.6875,61044.94871794872,24.17,0.33024357249647196
367400000000.0,77530000000.0,5500.0,306350.0,8.46,0.2165308522558512
9500000000.0,130995969238.24884,110809.6875,61044.94871794872,8.45,0.3342066472210308
125650000.0,5700000.0,110809.6875,33190.0,6.66,0.35535419193996004
97550000.0,66470000.0,308430.0,35.0,34.96,0.27249947832220334
10600000000.0,3190000000.0,295800.0,28230.0,23.58,0.26211728677489043
15190000000.0,1530000000.0,57500.0,4.0,9.85,0.4040251223717395
1060000000.0,130995969238.24884,110809.6875,61044.94871794872,15.525191256830604,0.33244848862692167
158250000.0,52900000.0,110809.6875,38590.0,9.47,0.3509109194787293
2220000000.0,1170000000.0,1640.0,15.0,8.19,0.4323628607114652
23640000000.0,130995969238.24884,110809.6875,61044.94871794872,37.75,0.3267565833116762
177790000.0,1190000.0,30770.0,10.0,12.92,0.41665348575237676
837720000.0,180150000.0,110809.6875,23560.0,6.77,0.36197895803392693
73540000000.0,130995969238.24884,110809.6875,61044.94871794872,4.25,0.33504697203303246
354210000.0,130995969238.24884,110809.6875,61044.94871794872,68.9,0.31896813156609133
152860000.0,130995969238.24884,110809.6875,61044.94871794872,6.27,0.33478952913605137
129500000.0,26340000.0,110809.6875,25.0,15.525191256830604,0.37604035783060585
22460000000.0,0.0,281550.0,61044.94871794872,6.34,0.25089341716390784
129500000.0,33710000.0,110809.6875,25.0,6.32,0.3783655637072365
2250000000.0,130995969238.24884,110809.6875,61044.94871794872,9.53,0.3339588093792559
