Total issued ordinary shares,Number of shares available for sale,Number of employees,Number of shareholders,Price/Profit,Debt/Assets
83480000000.0,27880000000.0,110809.6875,356090.0,5.29,0.13191812269662082
660500000.0,130995969238.24884,110809.6875,61044.94871794872,5.43,0.3295753475164612
1360000000.0,615380000.0,110809.6875,11080.0,6.5,0.361360978176331
7210000000.0,3030000000.0,34600.0,3190.0,8.02,0.4049666860909135
1274670000000.0,130995969238.24884,110809.6875,61044.94871794872,3.95,0.3200891231709782
12919250000000.0,4659150000000.0,92880.0,61044.94871794872,797.0,-0.009931582079926603
682860000.0,130995969238.24884,110809.6875,61044.94871794872,16.28,0.32568607046949555
703200000.0,126930000.0,110809.6875,693.0,3.17,0.3694637566461543
3020000000.0,808900000.0,8140.000000000001,127.0,13.07,0.4187249833602912
1770000000.0,130995969238.24884,110809.6875,61044.94871794872,9.5,0.32810776320996854
129500000.0,26340000.0,110809.6875,25.0,10.04,0.36744921181542317
73540000000.0,130995969238.24884,110809.6875,61044.94871794872,5.53,0.32896649851818804
739000000.0,130995969238.24884,110809.6875,11.0,15.525191256830604,0.36654727399224657
7360000000.0,130995969238.24884,110809.6875,61044.94871794872,11.51,0.32734334317949154
660500000.0,116020000.0,110809.6875,46.0,4.57,0.3693924768262813
24950000.0,8189999.999999999,110809.6875,29.0,39.39,0.3569269390453039
12958080000000.0,130995969238.24884,110809.6875,61044.94871794872,3.23,0.22848804532009584
7360000000.0,3090000000.0,36890.0,3190.0,7.17,0.40410088265644445
7210000000.0,130995969238.24884,110809.6875,61044.94871794872,24.17,0.3228066403436582
367400000000.0,77530000000.0,5500.0,306350.0,8.46,0.21582591491868314
9500000000.0,130995969238.24884,110809.6875,61044.94871794872,8.45,0.3284233518163092
125650000.0,5700000.0,110809.6875,33190.0,6.66,0.34660397660095693
97550000.0,66470000.0,308430.0,35.0,34.96,0.25756166236897976
10600000000.0,3190000000.0,295800.0,28230.0,23.58,0.24928383840156268
15190000000.0,1530000000.0,57500.0,4.0,9.85,0.3946568749273893
1060000000.0,130995969238.24884,110809.6875,61044.94871794872,15.525191256830604,0.32595366080090415
158250000.0,52900000.0,110809.6875,38590.0,9.47,0.3420055678690082
2220000000.0,1170000000.0,1640.0,15.0,8.19,0.4238782331365393
23640000000.0,130995969238.24884,110809.6875,61044.94871794872,37.75,0.317809812495828
177790000.0,1190000.0,30770.0,10.0,12.92,0.40731243840665393
837720000.0,180150000.0,110809.6875,23560.0,6.77,0.35296486520212844
73540000000.0,130995969238.24884,110809.6875,61044.94871794872,4.25,0.3294253049323013
354210000.0,130995969238.24884,110809.6875,61044.94871794872,68.9,0.3068274095033857
152860000.0,130995969238.24884,110809.6875,61044.94871794872,6.27,0.3292782470548047
129500000.0,26340000.0,110809.6875,25.0,15.525191256830604,0.3654830860878668
22460000000.0,0.0,281550.0,61044.94871794872,6.34,0.24079973364516255
129500000.0,33710000.0,110809.6875,25.0,6.32,0.36878267758676875
2250000000.0,130995969238.24884,110809.6875,61044.94871794872,9.53,0.32809323600261786
