Total issued ordinary shares,Number of shares available for sale,Number of employees,Number of shareholders,Price/Profit,Debt/Assets
94640000.0,49960000.0,110809.6875,35.0,19.14,0.38193418681709534
10600000000.0,3190000000.0,325600.0,28230.0,8.22,0.2294433856477371
4720000000.0,130995969238.24886,110809.6875,61044.94871794872,11.95,0.3388517709227669
2250000000.0,130995969238.24886,110809.6875,61044.94871794872,10.63,0.3391171791480407
2250000000.0,130995969238.24886,110809.6875,61044.94871794872,8.03,0.33960787388399116
83480000000.0,27880000000.0,110809.6875,356090.0,5.29,0.11848948832992576
660500000.0,130995969238.24886,110809.6875,61044.94871794872,5.43,0.34010904920532026
1360000000.0,615380000.0,110809.6875,11080.0,6.5,0.37607259899398876
7210000000.0,3030000000.0,34600.0,3190.0,8.02,0.4290116840787738
1274670000000.0,130995969238.24886,110809.6875,61044.94871794872,3.95,0.33198801207701734
12919250000000.0,4659150000000.0,92880.0,61044.94871794872,797.0,0.1556509889813662
682860000.0,130995969238.24886,110809.6875,61044.94871794872,16.28,0.3380611948927356
703200000.0,126930000.0,110809.6875,693.0,3.17,0.38445372411001694
3020000000.0,808900000.0,8140.000000000001,127.0,13.07,0.44679485887204057
1770000000.0,130995969238.24886,110809.6875,61044.94871794872,9.5,0.3393336075750034
129500000.0,26340000.0,110809.6875,25.0,10.04,0.3836586489308973
73540000000.0,130995969238.24886,110809.6875,61044.94871794872,5.53,0.33960963539213607
739000000.0,130995969238.24886,110809.6875,11.0,15.525191256830606,0.38375710807364816
7360000000.0,130995969238.24886,110809.6875,61044.94871794872,11.51,0.33891740436976037
660500000.0,116020000.0,110809.6875,46.0,4.57,0.384672592066498
24950000.0,8189999.999999999,110809.6875,29.0,39.39,0.37811700795170916
12958080000000.0,130995969238.24886,110809.6875,61044.94871794872,3.23,0.25508773696269854
7360000000.0,3090000000.0,36890.0,3190.0,7.17,0.4277486791396555
7210000000.0,130995969238.24886,110809.6875,61044.94871794872,24.17,0.3365290875086611
367400000000.0,77530000000.0,5500.0,306350.0,8.46,0.2190078092766751
9500000000.0,130995969238.24886,110809.6875,61044.94871794872,8.45,0.33948080394589725
125650000.0,5700000.0,110809.6875,33190.0,6.66,0.3595430817387692
97550000.0,66470000.0,308430.0,35.0,34.96,0.25615204125322466
10600000000.0,3190000000.0,295800.0,28230.0,23.58,0.2450615260442478
15190000000.0,1530000000.0,57500.0,4.0,9.85,0.4167491962006324
1060000000.0,130995969238.24886,110809.6875,61044.94871794872,15.525191256830606,0.33820116227513625
158250000.0,52900000.0,110809.6875,38590.0,9.47,0.3549825542545884
2220000000.0,1170000000.0,1640.0,15.0,8.19,0.4518467772880911
23640000000.0,130995969238.24886,110809.6875,61044.94871794872,37.75,0.3338578177076745
177790000.0,1190000.0,30770.0,10.0,12.92,0.43286053614480396
837720000.0,180150000.0,110809.6875,23560.0,6.77,0.3667066585444539
73540000000.0,130995969238.24886,110809.6875,61044.94871794872,4.25,0.3398512081852193
354210000.0,130995969238.24886,110809.6875,61044.94871794872,68.9,0.3281324553507457
152860000.0,130995969238.24886,110809.6875,61044.94871794872,6.27,0.3399538642535439
129500000.0,26340000.0,110809.6875,25.0,15.525191256830606,0.3826234356711249
22460000000.0,0.0,281550.0,61044.94871794872,6.34,0.2325721146625813
129500000.0,33710000.0,110809.6875,25.0,6.32,0.38436078329362394
2250000000.0,130995969238.24886,110809.6875,61044.94871794872,9.53,0.33932478076709666
