Total issued ordinary shares,Number of shares available for sale,Number of employees,Number of shareholders,Price/Profit,Debt/Assets
73710000000.0,130995969238.24884,110809.6875,61044.94871794872,4.05,0.326723854887685
129500000.0,130995969238.24884,110809.6875,61044.94871794872,15.77,0.32544716840680693
9510000000.0,130995969238.24884,110809.6875,61044.94871794872,18.87,0.3248888755410628
1260940000000.0,130995969238.24884,110809.6875,61044.94871794872,4.63,0.31755238996465524
1260940000000.0,130995969238.24884,110809.6875,61044.94871794872,3.21,0.31777525981791066
415250000.0,198680000.0,56180.0,81.0,13.08,0.3953104868112357
101910000.0,130995969238.24884,110809.6875,61044.94871794872,15.79,0.32544424041469466
739000000.0,130995969238.24884,110809.6875,61044.94871794872,15.525191256830604,0.32548092957421143
129500000.0,130995969238.24884,110809.6875,61044.94871794872,10.3,0.32630568819364275
837720000.0,174500000.0,110809.6875,23560.0,15.525191256830604,0.3502899170409112
11170000000.0,130995969238.24884,110809.6875,61044.94871794872,11.55,0.326025057562477
2250000000.0,1350000000.0,110809.6875,40170.0,7.84,0.34009183147621147
94640000.0,49960000.0,110809.6875,35.0,19.14,0.3658758638926401
10600000000.0,3190000000.0,325600.0,28230.0,8.22,0.23605766901996436
4720000000.0,130995969238.24884,110809.6875,61044.94871794872,11.95,0.32601160963056874
2250000000.0,130995969238.24884,110809.6875,61044.94871794872,10.63,0.3262376760209234
2250000000.0,130995969238.24884,110809.6875,61044.94871794872,8.03,0.32664574758322196
83480000000.0,27880000000.0,110809.6875,356090.0,5.29,0.1231976935952855
660500000.0,130995969238.24884,110809.6875,61044.94871794872,5.43,0.3270659763089739
1360000000.0,615380000.0,110809.6875,11080.0,6.5,0.3602723006154352
7210000000.0,3030000000.0,34600.0,3190.0,8.02,0.4052031648121997
1274670000000.0,130995969238.24884,110809.6875,61044.94871794872,3.95,0.317554103567837
12919250000000.0,4659150000000.0,92880.0,61044.94871794872,797.0,0.14527377019143767
682860000.0,130995969238.24884,110809.6875,61044.94871794872,16.28,0.3253628912707124
703200000.0,126930000.0,110809.6875,693.0,3.17,0.36792657545315666
3020000000.0,808900000.0,8140.000000000001,127.0,13.07,0.42034154787672456
1770000000.0,130995969238.24884,110809.6875,61044.94871794872,9.5,0.3264187014414811
129500000.0,26340000.0,110809.6875,25.0,10.04,0.3673105457701472
73540000000.0,130995969238.24884,110809.6875,61044.94871794872,5.53,0.326492868229762
739000000.0,130995969238.24884,110809.6875,11.0,15.525191256830604,0.36737703708766273
7360000000.0,130995969238.24884,110809.6875,61044.94871794872,11.51,0.3260604760663848
660500000.0,116020000.0,110809.6875,46.0,4.57,0.3681512206537844
24950000.0,8189999.999999999,110809.6875,29.0,39.39,0.3627019716845685
12958080000000.0,130995969238.24884,110809.6875,61044.94871794872,3.23,0.2283074822928618
7360000000.0,3090000000.0,36890.0,3190.0,7.17,0.40414047711037815
7210000000.0,130995969238.24884,110809.6875,61044.94871794872,24.17,0.3240746287221795
367400000000.0,77530000000.0,5500.0,306350.0,8.46,0.20999305731715098
9500000000.0,130995969238.24884,110809.6875,61044.94871794872,8.45,0.32652437728647404
125650000.0,5700000.0,110809.6875,33190.0,6.66,0.3450751599704006
97550000.0,66470000.0,308430.0,35.0,34.96,0.2602359693079843
10600000000.0,3190000000.0,295800.0,28230.0,23.58,0.24920239122347182
15190000000.0,1530000000.0,57500.0,4.0,9.85,0.39507763152739206
1060000000.0,130995969238.24884,110809.6875,61044.94871794872,15.525191256830604,0.32547847443141903
158250000.0,52900000.0,110809.6875,38590.0,9.47,0.340927439089806
2220000000.0,1170000000.0,1640.0,15.0,8.19,0.4245859846368568
23640000000.0,130995969238.24884,110809.6875,61044.94871794872,37.75,0.3218175760229865
177790000.0,1190000.0,30770.0,10.0,12.92,0.4086486819401453
837720000.0,180150000.0,110809.6875,23560.0,6.77,0.3516640893636769
73540000000.0,130995969238.24884,110809.6875,61044.94871794872,4.25,0.3266937649988936
354210000.0,130995969238.24884,110809.6875,61044.94871794872,68.9,0.31710666430539725
152860000.0,130995969238.24884,110809.6875,61044.94871794872,6.27,0.32693802044811643
129500000.0,26340000.0,110809.6875,25.0,15.525191256830604,0.3664496417064236
22460000000.0,0.0,281550.0,61044.94871794872,6.34,0.2367080118224156
129500000.0,33710000.0,110809.6875,25.0,6.32,0.36789445391391273
2250000000.0,130995969238.24884,110809.6875,61044.94871794872,9.53,0.3264103216818959
